#RAC_IPADDR,BMC_NAME,BMC_NETMASK,BMC_GATEWAY,BMC_pDNS,BMC_sDNS,BMC_DOMAIN
10.231.9.44,r60206c04-bmc,255.255.255.0,10.231.9.1,10.231.0.101,10.231.0.103,encore-oam.com
